tag,sentence
QUESTION:QUERY,Como se usa "who" numa frase
QUESTION:QUERY,Como se usa "yet" numa frase
QUESTION:QUERY,Como sei se o meu cão está com excesso de peso
QUESTION:QUERY,Como são tomadas as decisões orçamentárias neste departamento
QUESTION:QUERY,De onde é originalmente Kendra Lust
QUESTION:QUERY,De quem é a mala em cima da mesa
QUESTION:QUERY,De quem é esse carro
QUESTION:QUERY,De quem é este site
QUESTION:QUERY,Em quais filmes Mia Khalifa apareceu
QUESTION:QUERY,Em quais filmes recentes Abella Danger apareceu
QUESTION:QUERY,Em que ano afundou o Titanic
QUESTION:QUERY,Em que ano foi assinada a Declaração de Independência
QUESTION:QUERY,Em que ano terminou a Segunda Guerra Mundial
QUESTION:QUERY,Em que canal está o programa
QUESTION:QUERY,Em que capítulo está o audiolivro atualmente
QUESTION:QUERY,Em que dia cai o Natal
QUESTION:QUERY,Em que dia é o seu aniversário
QUESTION:QUERY,Estará sol ou nublado hoje
QUESTION:QUERY,Está nebuloso lá fora
QUESTION:QUERY,Há capítulos adicionais neste audiolivro
QUESTION:QUERY,Há quanto tempo Tori Black está ativa na indústria
QUESTION:QUERY,Há uma amostra disponível para este audiolivro
QUESTION:QUERY,O que Peter está fazendo
QUESTION:QUERY,O que Sasha Grey tem feito recentemente
QUESTION:QUERY,O que devemos comprar
QUESTION:QUERY,O que devo fazer se o meu cão tem diarreia
QUESTION:QUERY,O que devo vestir para a festa
QUESTION:QUERY,O que ela é
QUESTION:QUERY,O que ele ensina
QUESTION:QUERY,O que ele está jogando
QUESTION:QUERY,O que está passando na TV inteligente
QUESTION:QUERY,O que foi encomendado
QUESTION:QUERY,O que há de novo na Netflix este mês
QUESTION:QUERY,O que o médico disse sobre meus resultados de exames
QUESTION:QUERY,O que podemos falar
QUESTION:QUERY,O que posso fazer para melhorar meu crédito
QUESTION:QUERY,O que significa "huge"
QUESTION:QUERY,O que você comeu
QUESTION:QUERY,O que você comprou
QUESTION:QUERY,O que você estuda
QUESTION:QUERY,O que você gosta
QUESTION:QUERY,O que você pode me dizer sobre a filmografia de Mia Malkova
QUESTION:QUERY,O que você tomou no café da manhã
QUESTION:QUERY,O que é
QUESTION:QUERY,O que é caro
QUESTION:QUERY,O que é que ele está a tocar
QUESTION:QUERY,O que é que está no meu calendário para hoje
QUESTION:QUERY,Onde devemos submeter os formulários de feedback
QUESTION:QUERY,Onde devo submeter a minha candidatura
QUESTION:QUERY,Onde devo submeter o meu relatório final
QUESTION:QUERY,Onde ele já visitou
QUESTION:QUERY,Onde encontro as diretrizes do projeto
QUESTION:QUERY,Onde está a coleira do meu cão
QUESTION:QUERY,Onde está marcada a minha próxima reunião
QUESTION:QUERY,Onde está o feed das câmaras de segurança
QUESTION:QUERY,Onde está o manual do usuário da fechadura inteligente
QUESTION:QUERY,Onde está o ponto de Wi-Fi mais próximo
QUESTION:QUERY,Onde fica Vancouver
QUESTION:QUERY,Onde fica a farmácia mais próxima
QUESTION:QUERY,Onde fica a minha cafeteria mais próxima
QUESTION:QUERY,Onde fica o posto de gasolina mais próximo
QUESTION:QUERY,Onde fica o restaurante mais próximo
QUESTION:QUERY,Onde fica o supermercado mais próximo
QUESTION:QUERY,Onde nasceu Brandi Love
QUESTION:QUERY,Onde posso aceder ao relatório anual
QUESTION:QUERY,Onde posso comprar um laptop confiável
QUESTION:QUERY,Onde posso comprar um novo laptop
QUESTION:QUERY,Onde posso comprar vegetais orgânicos
QUESTION:QUERY,Onde posso encontrar a farmácia mais próxima
QUESTION:QUERY,Onde posso encontrar a versão em inglês deste audiolivro
QUESTION:QUERY,Onde posso encontrar entrevistas recentes com Tori Black
QUESTION:QUERY,Onde posso encontrar episódios sobre tecnologia em podcasts
QUESTION:QUERY,Onde posso encontrar guias sobre filtragem de conteúdo explícito
QUESTION:QUERY,Onde posso encontrar mais informações sobre a atriz adulta "Carmen Electra"
QUESTION:QUERY,Onde posso encontrar mais sobre a carreira de Angela White
QUESTION:QUERY,Onde posso encontrar novas recomendações de música
QUESTION:QUERY,Onde posso encontrar o calendário de reuniões
QUESTION:QUERY,Onde posso encontrar o documentário "The Social Dilemma"
QUESTION:QUERY,Onde posso encontrar o final da temporada
QUESTION:QUERY,Onde posso encontrar o manual do usuário
QUESTION:QUERY,Onde posso encontrar o manual do usuário da minha TV inteligente
QUESTION:QUERY,Onde posso encontrar o manual do usuário das minhas lâmpadas inteligentes
QUESTION:QUERY,Onde posso encontrar o manual do usuário do frigorífico inteligente
QUESTION:QUERY,Onde posso encontrar o meu histórico de compras
QUESTION:QUERY,Onde posso encontrar o podcast "Science Vs"
QUESTION:QUERY,Onde posso encontrar o último episódio do meu programa
QUESTION:QUERY,Onde posso encontrar os detalhes do álbum
QUESTION:QUERY,Onde posso encontrar suporte técnico confiável
QUESTION:QUERY,Onde posso encontrar um bom dentista
QUESTION:QUERY,Onde posso encontrar um bom lugar para comer nas proximidades
QUESTION:QUERY,Onde posso encontrar um bom restaurante
QUESTION:QUERY,Onde posso encontrar um bom restaurante nas proximidades
QUESTION:QUERY,Onde posso transmitir "Spider-Man: No Way Home"
QUESTION:QUERY,Onde posso ver o novo filme "Avatar"
QUESTION:QUERY,Onde puseste as minhas chaves
QUESTION:QUERY,Onde é o local preferido de descanso do meu gato
QUESTION:QUERY,Para onde foram eles
QUESTION:QUERY,Para onde vais amanhã
QUESTION:QUERY,Pode atualizar o pacote de línguas do assistente de voz
QUESTION:QUERY,Pode dizer-me mais sobre o programa “Ozark”
QUESTION:QUERY,Pode traduzir "thank you" para italiano
QUESTION:QUERY,Pode traduzir este texto para japonês
QUESTION:QUERY,Por quais filmes é conhecida Brandi Love
QUESTION:QUERY,Porque é que a fechadura inteligente não está a responder
QUESTION:QUERY,Porque é que a minha conexão de internet está lenta
QUESTION:QUERY,Porque é que a minha internet está lenta hoje
QUESTION:QUERY,Porque é que a reunião foi reagendada
QUESTION:QUERY,Porque é que ela estava a chorar
QUESTION:QUERY,Porque é que ela está a chorar
QUESTION:QUERY,Porque é que ela te ligou
QUESTION:QUERY,Porque é que esta política está em vigor
QUESTION:QUERY,Porque é que o alarme disparou
QUESTION:QUERY,Porque é que o ar condicionado não está a arrefecer corretamente
QUESTION:QUERY,Porque é que o céu é azul
QUESTION:QUERY,Porque é que o ecrã não está a responder
QUESTION:QUERY,Porque é que o evento foi cancelado
QUESTION:QUERY,Porque é que o meu dispositivo não está a ligar-se ao Wi-Fi
QUESTION:QUERY,Porque é que o meu telefone não está a ligar-se ao Wi-Fi
QUESTION:QUERY,Porque é que o projeto está atrasado
QUESTION:QUERY,Porque é que o projeto foi atrasado
QUESTION:QUERY,Porque é que o servidor caiu
QUESTION:QUERY,Porque é que o servidor está fora de serviço hoje
QUESTION:QUERY,Porque é que o software falha ocasionalmente
QUESTION:QUERY,Posso obter uma amostra deste audiolivro
QUESTION:QUERY,Posso visualizar este audiolivro antes de comprar
QUESTION:QUERY,Quais arquivos precisam ser revistos
QUESTION:QUERY,Quais atrizes pornográficas têm lançamentos novos este mês
QUESTION:QUERY,Quais configurações devo ajustar para bloquear sites adultos
QUESTION:QUERY,Quais critérios são usados para a seleção
QUESTION:QUERY,Quais dispositivos inteligentes estão conectados atualmente
QUESTION:QUERY,Quais filmes estão a passar esta noite
QUESTION:QUERY,Quais idiomas são suportados para conversão de texto em fala
QUESTION:QUERY,Quais idiomas são suportados pelo aplicativo de aprendizagem de línguas
QUESTION:QUERY,Quais ingredientes eu preciso para esta receita
QUESTION:QUERY,Quais ingredientes são necessários para esta receita
QUESTION:QUERY,Quais ingredientes você precisa para a receita
QUESTION:QUERY,Quais línguas o assistente de voz pode falar
QUESTION:QUERY,Quais línguas o assistente de voz pode traduzir
QUESTION:QUERY,Quais métodos são usados para melhorar a produtividade
QUESTION:QUERY,Quais novos podcasts estão em alta esta semana
QUESTION:QUERY,Quais outros audiolivros são recomendados para os fãs deste livro
QUESTION:QUERY,Quais passos devo seguir a seguir
QUESTION:QUERY,Quais são algumas atuações aclamadas de Lisa Ann
QUESTION:QUERY,Quais são algumas atuações aclamadas por atrizes adultas
QUESTION:QUERY,Quais são algumas atuações notáveis de Kendra Lust
QUESTION:QUERY,Quais são algumas atuações notáveis de atrizes de filmes adultos
QUESTION:QUERY,Quais são algumas cenas notáveis de Nicole Aniston
QUESTION:QUERY,Quais são algumas conquistas notáveis de estrelas do filme adulto
QUESTION:QUERY,Quais são algumas contrações comuns em inglês
QUESTION:QUERY,Quais são algumas das cenas mais famosas de Janice Griffith
QUESTION:QUERY,Quais são algumas das melhores atuações de atrizes adultas
QUESTION:QUERY,Quais são algumas das principais atrizes adultas no cinema atual
QUESTION:QUERY,Quais são algumas estrelas populares de filmes adultos da última década
QUESTION:QUERY,Quais são algumas preposições comuns em inglês
QUESTION:QUERY,Quais são alguns bons petiscos para treinar o meu cão
QUESTION:QUERY,Quais são alguns dos trabalhos mais populares de Kendra Lust
QUESTION:QUERY,Quais são alguns filmes altamente aclamados com Brandi Love
QUESTION:QUERY,Quais são alguns filmes bem avaliados com estrelas populares do pornô
QUESTION:QUERY,Quais são alguns filmes populares com atrizes conhecidas
QUESTION:QUERY,Quais são alguns filmes populares de Angela White
QUESTION:QUERY,Quais são alguns idioms comuns em alemão
QUESTION:QUERY,Quais são alguns nomes proeminentes na indústria de entretenimento adulto
QUESTION:QUERY,Quais são alguns papéis famosos de Sasha Grey
QUESTION:QUERY,Quais são alguns papéis significativos interpretados por Abella Danger
QUESTION:QUERY,Quais são alguns sinónimos para "happy" em inglês
QUESTION:QUERY,Quais são alguns sufixos comuns em inglês
QUESTION:QUERY,Quais são alguns trabalhos notáveis de Aurora Snow
QUESTION:QUERY,Quais são alguns trabalhos notáveis de atrizes populares de filmes adultos
QUESTION:QUERY,Quais são as atrizes adultas mais celebradas na indústria
QUESTION:QUERY,Quais são as atrizes adultas mais conhecidas
QUESTION:QUERY,Quais são as características deste novo modelo
QUESTION:QUERY,Quais são as conquistas notáveis de Tori Black
QUESTION:QUERY,Quais são as conquistas recentes de Mia Khalifa
QUESTION:QUERY,Quais são as críticas para "Dune"
QUESTION:QUERY,Quais são as diferentes formas de "ter" em italiano
QUESTION:QUERY,Quais são as diferentes formas de dizer "goodbye" em espanhol
QUESTION:QUERY,Quais são as letras desta música
QUESTION:QUERY,Quais são as melhores performances de filmes adultos por atrizes renomadas
QUESTION:QUERY,Quais são as melhores práticas para trabalho remoto
QUESTION:QUERY,Quais são as obras mais populares de Jenna Jameson
QUESTION:QUERY,Quais são as opções de voz disponíveis para inglês
QUESTION:QUERY,Quais são as principais obras de Riley Reid
QUESTION:QUERY,Quais são as recomendações com base no meu histórico de visualização
QUESTION:QUERY,Quais são as regras do jogo
QUESTION:QUERY,Quais são as tendências recentes em atrizes de filmes adultos
QUESTION:QUERY,Quais são as últimas características deste reprodutor de mídia
QUESTION:QUERY,Quais são as últimas manchetes de notícias
QUESTION:QUERY,Quais são as últimas notícias sobre Lana Rhoades
QUESTION:QUERY,Quais são o horário de expediente
QUESTION:QUERY,Quais são os benefícios deste aplicativo
QUESTION:QUERY,Quais são os documentários mais bem avaliados na Netflix
QUESTION:QUERY,Quais são os filmes mais bem avaliados por atrizes adultas
QUESTION:QUERY,Quais são os filmes mais influentes com estrelas adultas
QUESTION:QUERY,Quais são os horários da loja aos fins de semana
QUESTION:QUERY,Quais são os ingredientes necessários para esta receita
QUESTION:QUERY,Quais são os melhores aplicativos de controle parental
QUESTION:QUERY,Quais são os melhores brinquedos para o meu cachorrinho
QUESTION:QUERY,Quais são os melhores filmes com Stormy Daniels
QUESTION:QUERY,Quais são os melhores filmes com famosas atrizes adultas
QUESTION:QUERY,Quais são os melhores parques para cães nas proximidades
QUESTION:QUERY,Quais são os melhores podcasts na categoria saúde
QUESTION:QUERY,Quais são os melhores restaurantes nas proximidades
QUESTION:QUERY,Quais são os nomes mais procurados no entretenimento adulto
QUESTION:QUERY,Quais são os novos lançamentos de Stormy Daniels
QUESTION:QUERY,Quais são os passos necessários para completar a candidatura
QUESTION:QUERY,Quais são os passos para configurar um filtro de conteúdo
QUESTION:QUERY,Quais são os principais benefícios de usar este software
QUESTION:QUERY,Quais são os principais marcos na carreira de Lisa Ann
QUESTION:QUERY,Quais são os programas mais populares na Netflix no momento
QUESTION:QUERY,Quais são os sinais de um cão doente
QUESTION:QUERY,Quais são os sintomas da gripe
QUESTION:QUERY,Quais são os sintomas de um cão saudável
QUESTION:QUERY,Quais são os sintomas de um gato doente
QUESTION:QUERY,Quais são os sintomas desta doença
QUESTION:QUERY,Quais são os vídeos mais bem avaliados de abril de 2024
QUESTION:QUERY,Quais são os vídeos mais populares com Nicole Aniston
QUESTION:QUERY,Quais são os últimos projetos de Riley Reid
QUESTION:QUERY,Qual aplicativo devo usar para chamadas de vídeo
QUESTION:QUERY,Qual aplicativo devo usar para orçamento
QUESTION:QUERY,Qual aplicativo está a usar mais dados
QUESTION:QUERY,Qual aplicativo pode ajudar com o orçamento
QUESTION:QUERY,Qual arquivo devo editar
QUESTION:QUERY,Qual artista pintou este mural
QUESTION:QUERY,Qual ator atua em "O Poderoso Chefão"
QUESTION:QUERY,Qual canal está atualmente sintonizado na TV
QUESTION:QUERY,Qual comida é melhor para o meu cão idoso
QUESTION:QUERY,Qual dispositivo está a consumir mais eletricidade
QUESTION:QUERY,Qual dispositivo está a consumir mais energia
QUESTION:QUERY,Qual dispositivo precisa de uma atualização de firmware
QUESTION:QUERY,Qual episódio está a ser transmitido atualmente na série francesa
QUESTION:QUERY,Qual episódio é este na série
QUESTION:QUERY,Qual equipe ganhou o campeonato no ano passado
QUESTION:QUERY,Qual estrada leva ao centro da cidade
QUESTION:QUERY,Qual jornal é que lês
QUESTION:QUERY,Qual lista de reprodução devo ouvir
QUESTION:QUERY,Qual lista de reprodução está a tocar
QUESTION:QUERY,Qual lista de reprodução está ativa atualmente
QUESTION:QUERY,Qual lista de reprodução está ativa atualmente em português
QUESTION:QUERY,Qual livro é recomendado para aprender Python
QUESTION:QUERY,Qual língua é falada no Brasil
QUESTION:QUERY,Qual método é o mais eficiente
QUESTION:QUERY,Qual música está tocando agora
QUESTION:QUERY,Qual música está tocando atualmente
QUESTION:QUERY,Qual planeta é conhecido como o Planeta Vermelho
QUESTION:QUERY,Qual será a temperatura máxima hoje
QUESTION:QUERY,Qual software é melhor para editar fotos
QUESTION:QUERY,Qual software é recomendado para esta tarefa
QUESTION:QUERY,Qual é a atualização de firmware mais recente para o meu termostato inteligente
QUESTION:QUERY,Qual é a atualização mais recente
QUESTION:QUERY,Qual é a cachoeira mais alta do mundo
QUESTION:QUERY,Qual é a capital da Alemanha
QUESTION:QUERY,Qual é a capital da Argentina
QUESTION:QUERY,Qual é a capital da Austrália
QUESTION:QUERY,Qual é a capital da China
QUESTION:QUERY,Qual é a capital da Coreia do Sul
QUESTION:QUERY,Qual é a capital da Espanha
QUESTION:QUERY,Qual é a capital da França
QUESTION:QUERY,Qual é a capital da Itália
QUESTION:QUERY,Qual é a capital da Rússia
QUESTION:QUERY,Qual é a capital da Índia
QUESTION:QUERY,Qual é a capital do Brasil
QUESTION:QUERY,Qual é a capital do Canadá
QUESTION:QUERY,Qual é a capital do Japão
QUESTION:QUERY,Qual é a capital do México
QUESTION:QUERY,Qual é a capital dos Estados Unidos
QUESTION:QUERY,Qual é a cascata mais alta do mundo
QUESTION:QUERY,Qual é a cidade mais populosa do mundo
QUESTION:QUERY,Qual é a cidade mais populosa dos Estados Unidos
QUESTION:QUERY,Qual é a classificação do programa “La Casa de Papel”
QUESTION:QUERY,Qual é a classificação média deste audiolivro
QUESTION:QUERY,Qual é a comida mais popular do mundo
QUESTION:QUERY,Qual é a configuração de idioma atual
QUESTION:QUERY,Qual é a configuração de voz atual
QUESTION:QUERY,Qual é a contagem de pólen hoje
QUESTION:QUERY,Qual é a data de hoje
QUESTION:QUERY,Qual é a data de lançamento da próxima temporada de "Ozark"
QUESTION:QUERY,Qual é a data de lançamento deste audiolivro
QUESTION:QUERY,Qual é a definição da palavra "efémero"
QUESTION:QUERY,Qual é a definição de "onomatopeia"
QUESTION:QUERY,Qual é a definição de "serendipidade" em inglês
QUESTION:QUERY,Qual é a dieta principal de um coala
QUESTION:QUERY,Qual é a dieta principal de um panda
QUESTION:QUERY,Qual é a dieta principal de um urso polar
QUESTION:QUERY,Qual é a dieta principal de uma girafa
QUESTION:QUERY,Qual é a diferença entre "advice" e "advise"
QUESTION:QUERY,Qual é a diferença entre "imply" e "infer"
QUESTION:QUERY,Qual é a diferença entre "ser" e "estar" em espanhol
QUESTION:QUERY,Qual é a diferença entre "who's" e "whose"
QUESTION:QUERY,Qual é a distância da Terra à Lua
QUESTION:QUERY,Qual é a distância entre Nova Iorque e Los Angeles
QUESTION:QUERY,Qual é a distância entre a Terra e Marte
QUESTION:QUERY,Qual é a dose recomendada de medicação para o meu cão
QUESTION:QUERY,Qual é a duração da aula de espanhol
QUESTION:QUERY,Qual é a duração de "Jumanji: Bem-vindo à Selva"
QUESTION:QUERY,Qual é a duração deste filme
QUESTION:QUERY,Qual é a duração do audiolivro
QUESTION:QUERY,Qual é a duração do filme "Tenet"
QUESTION:QUERY,Qual é a duração do filme “The Irishman”
QUESTION:QUERY,Qual é a flor nacional do Japão
QUESTION:QUERY,Qual é a forma correta de usar "affect" vs. "effect"
QUESTION:QUERY,Qual é a forma correta de usar "may" vs. "might"
QUESTION:QUERY,Qual é a forma mais comum de cumprimentar alguém em francês
QUESTION:QUERY,Qual é a forma mais comum de expressar gratidão em inglês
QUESTION:QUERY,Qual é a forma verbal de "substantivo"
QUESTION:QUERY,Qual é a formação profissional de Lana Rhoades
QUESTION:QUERY,Qual é a função gramatical de "yet" em inglês
QUESTION:QUERY,Qual é a fórmula química da água
QUESTION:QUERY,Qual é a fórmula química do dióxido de carbono
QUESTION:QUERY,Qual é a fórmula química do metano
QUESTION:QUERY,Qual é a fórmula química do sal de mesa
QUESTION:QUERY,Qual é a língua mais amplamente falada do mundo
QUESTION:QUERY,Qual é a língua mais falada do mundo
QUESTION:QUERY,Qual é a língua oficial do Egito
QUESTION:QUERY,Qual é a língua principal falada na Argentina
QUESTION:QUERY,Qual é a língua principal falada na Itália
QUESTION:QUERY,Qual é a língua principal falada na Índia
QUESTION:QUERY,Qual é a língua principal falada no México
QUESTION:QUERY,Qual é a maior ave do mundo
QUESTION:QUERY,Qual é a maior ave viva
QUESTION:QUERY,Qual é a maior cachoeira do mundo
QUESTION:QUERY,Qual é a maior cadeia de montanhas do mundo
QUESTION:QUERY,Qual é a maior cidade da África
QUESTION:QUERY,Qual é a maior cidade do mundo por população
QUESTION:QUERY,Qual é a maior cidade dos Estados Unidos
QUESTION:QUERY,Qual é a maior espécie de tubarão
QUESTION:QUERY,Qual é a maior ilha do Mar Mediterrâneo
QUESTION:QUERY,Qual é a maior ilha do mundo
QUESTION:QUERY,Qual é a melhor comida para a raça do meu cão
QUESTION:QUERY,Qual é a melhor comida para um cachorro
QUESTION:QUERY,Qual é a melhor dieta para o meu papagaio
QUESTION:QUERY,Qual é a melhor forma de aprender um novo idioma
QUESTION:QUERY,Qual é a melhor forma de cozinhar frango
QUESTION:QUERY,Qual é a moeda da Austrália
QUESTION:QUERY,Qual é a moeda da África do Sul
QUESTION:QUERY,Qual é a moeda do Brasil
QUESTION:QUERY,Qual é a moeda do Japão
QUESTION:QUERY,Qual é a moeda do Reino Unido
QUESTION:QUERY,Qual é a moeda usada no Japão
QUESTION:QUERY,Qual é a montanha mais alta do mundo
QUESTION:QUERY,Qual é a música atual que está a tocar no altifalante
QUESTION:QUERY,Qual é a origem da expressão "quebrar o gelo"
QUESTION:QUERY,Qual é a origem da palavra "etimologia"
QUESTION:QUERY,Qual é a origem da palavra "quarentena"
QUESTION:QUERY,Qual é a origem da palavra "sanduíche"
QUESTION:QUERY,Qual é a origem deste artefato
QUESTION:QUERY,Qual é a palavra alemã para "lua"
QUESTION:QUERY,Qual é a palavra francesa para "computador"
QUESTION:QUERY,Qual é a palavra francesa para "maçã"
QUESTION:QUERY,Qual é a palavra japonesa para "amigo"
QUESTION:QUERY,Qual é a palavra latina para "livro"
QUESTION:QUERY,Qual é a parte mais profunda do oceano
QUESTION:QUERY,Qual é a pontuação do Rotten Tomatoes para "The Matrix Resurrections"
QUESTION:QUERY,Qual é a população da cidade de Nova Iorque
QUESTION:QUERY,Qual é a população da Índia
QUESTION:QUERY,Qual é a preferência de idioma atual
QUESTION:QUERY,Qual é a previsão do tempo para a próxima semana
QUESTION:QUERY,Qual é a previsão do tempo para amanhã
QUESTION:QUERY,Qual é a previsão do tempo para este fim de semana
QUESTION:QUERY,Qual é a principal fonte de energia da Terra
QUESTION:QUERY,Qual é a principal fonte de energia do Sol
QUESTION:QUERY,Qual é a próxima faixa na lista de reprodução
QUESTION:QUERY,Qual é a qualidade do ar hoje
QUESTION:QUERY,Qual é a raiz da palavra "telefone"
QUESTION:QUERY,Qual é a raiz latina da palavra "televisão"
QUESTION:QUERY,Qual é a raça do meu cão
QUESTION:QUERY,Qual é a receita para bolo de chocolate
QUESTION:QUERY,Qual é a saudação mais comum em mandarim
QUESTION:QUERY,Qual é a substância mais comum no universo
QUESTION:QUERY,Qual é a substância natural mais dura na Terra
QUESTION:QUERY,Qual é a temperatura a que o termostato está ajustado
QUESTION:QUERY,Qual é a temperatura agora
QUESTION:QUERY,Qual é a temperatura atual lá fora
QUESTION:QUERY,Qual é a temperatura atual na casa
QUESTION:QUERY,Qual é a temperatura exterior
QUESTION:QUERY,Qual é a temperatura média do corpo humano
QUESTION:QUERY,Qual é a temperatura na casa
QUESTION:QUERY,Qual é a velocidade da luz
QUESTION:QUERY,Qual é a velocidade da luz no vácuo
QUESTION:QUERY,Qual é a velocidade do ar de uma andorinha não carregada
QUESTION:QUERY,Qual é a velocidade do som
QUESTION:QUERY,Qual é a última atualização sobre Jasmine Webb
QUESTION:QUERY,Qual é a última notícia
QUESTION:QUERY,Qual é a última notícia sobre Adriana Chechik
QUESTION:QUERY,Qual é a última notícia sobre a atriz de filmes adultos Janice Griffith
QUESTION:QUERY,Qual é a última notícia sobre o projeto
QUESTION:QUERY,Qual é o anfíbio mais pequeno do mundo
QUESTION:QUERY,Qual é o animal mais alto do mundo
QUESTION:QUERY,Qual é o animal mais lento do mundo
QUESTION:QUERY,Qual é o animal mais pequeno do mundo
QUESTION:QUERY,Qual é o animal mais rápido do mundo
QUESTION:QUERY,Qual é o animal marinho mais rápido
QUESTION:QUERY,Qual é o animal nacional do Canadá
QUESTION:QUERY,Qual é o animal terrestre mais rápido
QUESTION:QUERY,Qual é o animal terrestre mais rápido do mundo
QUESTION:QUERY,Qual é o comprimento do Rio Nilo
QUESTION:QUERY,Qual é o comprimento do capítulo atual do audiolivro
QUESTION:QUERY,Qual é o edifício mais alto do mundo
QUESTION:QUERY,Qual é o edifício mais alto dos Estados Unidos
QUESTION:QUERY,Qual é o elemento mais abundante na crosta terrestre
QUESTION:QUERY,Qual é o elemento mais abundante no universo
QUESTION:QUERY,Qual é o elemento mais comum no universo
QUESTION:QUERY,Qual é o enredo de "Matrix"
QUESTION:QUERY,Qual é o estado atual da máquina de lavar roupa
QUESTION:QUERY,Qual é o estado da fechadura da porta da frente
QUESTION:QUERY,Qual é o estado da minha candidatura
QUESTION:QUERY,Qual é o estado do meu sistema de segurança residencial
QUESTION:QUERY,Qual é o estado do sistema de segurança
QUESTION:QUERY,Qual é o estado do sistema de segurança da casa
QUESTION:QUERY,Qual é o filme que mais arrecadou de todos os tempos
QUESTION:QUERY,Qual é o gás mais abundante na atmosfera terrestre
QUESTION:QUERY,Qual é o gás mais comum na atmosfera terrestre
QUESTION:QUERY,Qual é o género deste filme
QUESTION:QUERY,Qual é o gênero de "O Silêncio dos Inocentes"
QUESTION:QUERY,Qual é o gênero do audiolivro
QUESTION:QUERY,Qual é o gênero gramatical da palavra "sol" em francês
QUESTION:QUERY,Qual é o histórico de Jenna Haze
QUESTION:QUERY,Qual é o horário de alimentação do meu cão
QUESTION:QUERY,Qual é o idioma atual do podcast
QUESTION:QUERY,Qual é o idioma atual dos media em reprodução
QUESTION:QUERY,Qual é o ingrediente principal de um mojito
QUESTION:QUERY,Qual é o ingrediente principal de um pastel de carne tradicional
QUESTION:QUERY,Qual é o ingrediente principal de uma pizza margarita
QUESTION:QUERY,Qual é o ingrediente principal de uma pizza tradicional
QUESTION:QUERY,Qual é o ingrediente principal de uma salada Caesar
QUESTION:QUERY,Qual é o ingrediente principal do guacamole
QUESTION:QUERY,Qual é o ingrediente principal do hummus
QUESTION:QUERY,Qual é o ingrediente principal do sushi
QUESTION:QUERY,Qual é o lago mais profundo do mundo
QUESTION:QUERY,Qual é o lançamento mais recente no género de ação
QUESTION:QUERY,Qual é o maior anfíbio do mundo
QUESTION:QUERY,Qual é o maior animal do mundo
QUESTION:QUERY,Qual é o maior animal terrestre
QUESTION:QUERY,Qual é o maior deserto da Ásia
QUESTION:QUERY,Qual é o maior deserto do mundo
QUESTION:QUERY,Qual é o maior lago da África
QUESTION:QUERY,Qual é o maior mamífero do mundo
QUESTION:QUERY,Qual é o maior mamífero do oceano
QUESTION:QUERY,Qual é o maior oceano da Terra
QUESTION:QUERY,Qual é o maior oceano do mundo
QUESTION:QUERY,Qual é o maior país do mundo
QUESTION:QUERY,Qual é o maior país em área terrestre
QUESTION:QUERY,Qual é o maior peixe do mundo
QUESTION:QUERY,Qual é o maior planeta do nosso sistema solar
QUESTION:QUERY,Qual é o maior rio da América do Sul
QUESTION:QUERY,Qual é o maior rio da Europa
QUESTION:QUERY,Qual é o maior rio da Ásia
QUESTION:QUERY,Qual é o maior rio de África
QUESTION:QUERY,Qual é o maior rio do mundo
QUESTION:QUERY,Qual é o maior rio por comprimento
QUESTION:QUERY,Qual é o maior rio por descarga
QUESTION:QUERY,Qual é o maior réptil do mundo
QUESTION:QUERY,Qual é o maior sistema de recifes de corais
QUESTION:QUERY,Qual é o maior vulcão do mundo
QUESTION:QUERY,Qual é o mamífero mais pequeno do mundo
QUESTION:QUERY,Qual é o mineral mais duro conhecido
QUESTION:QUERY,Qual é o mineral mais duro conhecido na Terra
QUESTION:QUERY,Qual é o musical da Broadway com mais tempo em exibição
QUESTION:QUERY,Qual é o nome da galáxia em que vivemos
QUESTION:QUERY,Qual é o nome da maior lua de Saturno
QUESTION:QUERY,Qual é o nome da nossa galáxia
QUESTION:QUERY,Qual é o nome deste artista
QUESTION:QUERY,Qual é o nome deste episódio de podcast
QUESTION:QUERY,Qual é o nome deste álbum
QUESTION:QUERY,Qual é o nome do maior rio da América do Sul
QUESTION:QUERY,Qual é o nome do primeiro satélite artificial
QUESTION:QUERY,Qual é o nome do primeiro satélite artificial da Terra
QUESTION:QUERY,Qual é o nome verdadeiro da atriz de filmes adultos conhecida como "Lana Rhoades"
QUESTION:QUERY,Qual é o nível da bateria do termóstato inteligente
QUESTION:QUERY,Qual é o nível de umidade agora
QUESTION:QUERY,Qual é o nível de umidade atual no porão
QUESTION:QUERY,Qual é o nível de volume atual
QUESTION:QUERY,Qual é o oceano mais profundo do mundo
QUESTION:QUERY,Qual é o osso mais pequeno do corpo humano
QUESTION:QUERY,Qual é o osso mais pequeno do ouvido humano
QUESTION:QUERY,Qual é o particípio passado do verbo "comer"
QUESTION:QUERY,Qual é o passado do verbo "comprar" em francês
QUESTION:QUERY,Qual é o passado do verbo "escrever" em italiano
QUESTION:QUERY,Qual é o passado do verbo "ir" em francês
QUESTION:QUERY,Qual é o país mais pequeno de África
QUESTION:QUERY,Qual é o país mais pequeno do mundo
QUESTION:QUERY,Qual é o peixe mais pequeno do mundo
QUESTION:QUERY,Qual é o pico mais alto da América do Norte
